,train_loss,val_loss
0,14.567422911524773,0.7692587077617645
1,5.314636327326298,0.3866891022771597
2,2.8035122957080603,0.22437512688338757
3,1.948478788137436,0.17353555839508772
4,1.568990739993751,0.13171384204179049
5,1.0877809701487422,0.07245693169534206
6,0.6649324703030288,0.04797773528844118
7,0.4953441573306918,0.03598430030979216
8,0.3899476339574903,0.027659080689772964
9,0.28374218032695353,0.02177908702287823
10,0.23255557077936828,0.017583606764674187
11,0.20862174592912197,0.01652804098557681
12,0.19492771849036217,0.015781175286974758
13,0.18261997099034488,0.015236483770422637
14,0.16966761916410178,0.012669200426898897
15,0.161361287930049,0.013054985378403217
16,0.15007822297047824,0.011521033884491771
17,0.1343715195544064,0.008913206693250686
18,0.1202819777536206,0.007576660602353513
19,0.09720388281857595,0.005373613006668165
20,0.0814896441588644,0.004461250005988404
21,0.07957269245525822,0.004120960918953642
22,0.06963079582783394,0.007990669400896877
23,0.06568983543547802,0.0035488241992425174
24,0.06609113106969744,0.0033393834019079804
25,0.05721642929711379,0.0029747918160865083
26,0.06006161402910948,0.003032248408999294
27,0.055677514523267746,0.003189613373251632
28,0.05473805285873823,0.0025370586226927117
29,0.048489991982933134,0.0023977053788257763
30,0.04310575131967198,0.00247893862251658
31,0.04259432262915652,0.0020185575413051993
32,0.04514921843656339,0.0021373149938881397
33,0.04170102346688509,0.0021388938766904175
34,0.036553819256369025,0.0017739058675942943
35,0.031480276709771715,0.002057821853668429
36,0.06137035175925121,0.0018702682573348284
37,0.030982473093899898,0.0015968758234521374
38,0.03732584699173458,0.001994390127947554
39,0.03175319174624747,0.0012426433168002404
40,0.023311711687711067,0.0016415749851148576
41,0.03175760744488798,0.0017183161980938166
42,0.02541175483202096,0.00172258066595532
43,0.022064402372052427,0.0014257699949666858
44,0.022620834242843557,0.0010692778523662128
45,0.019490801845677197,0.0012494180336943828
46,0.015979668096406385,0.0009512350370641798
47,0.018480063052265905,0.000915471333428286
48,0.017330272625258658,0.0009554722855682485
49,0.015558812803647015,0.0010698114201659337
50,0.01866343340225285,0.0009831621646299027
51,0.015255848735250765,0.0017271967080887407
52,0.014131164960417664,0.0006935477467777673
53,0.014165122545819031,0.0011263194683124311
54,0.011353739053447498,0.0007569082445115782
55,0.011718858157109935,0.0005684531533916015
56,0.011016490923793754,0.0006243712741706986
57,0.007966282380948542,0.0005398541579779703
58,0.012399191076838179,0.000710960342985345
59,0.008685810898896307,0.0007058714982122183
60,0.012771211448125541,0.0005673890918842517
61,0.015877127698331606,0.0006157801071822178
62,0.027464538892672863,0.0006333297715173103
63,0.010024257899203803,0.000578313603909919
64,0.010777446146676084,0.0005892493900319096
65,0.008464544804155594,0.0011854662370751612
66,0.00931992592268216,0.0003699127737490926
67,0.021037046335550258,0.0010680911072995514
68,0.022705527637299383,0.0004088384048372973
69,0.009751882766067865,0.0003278923177276738
70,0.0087443551637989,0.0007217873499030247
71,0.0076478796399896964,0.0007155091916501988
72,0.009491010361671215,0.000752121937694028
73,0.021684016526705818,0.0003349650196469156
74,0.005287702799250837,0.000488002500787843
75,0.0052490777688944945,0.00033989314397331327
76,0.03409536824619863,0.0023792510182829574
77,0.007560788424598286,0.00028833553005824797
78,0.00450980207642715,0.0005836826858285349
79,0.004942210729495855,0.00027210980078962166
80,0.004430785611475585,0.00033953614001802634
81,0.005083356245449977,0.0003037524875253439
82,0.007568865179564455,0.00033222532692889217
83,0.005440315577288857,0.00038126737126731314
84,0.005331928698069532,0.000252205945798778
85,0.0077722623263980495,0.0006682798011752311
86,0.00557831956211885,0.0003095947358815465
87,0.003271737750765169,0.000264101172433584
88,0.0048282254738296615,0.0007267878827406093
89,0.005122518712596502,0.0005829170549986884
90,0.004143581831158372,0.000248062542596017
91,0.04715743278575246,0.0007589758242829703
92,0.025340731766846147,0.0002165553451050073
93,0.026493408426176757,0.0014946032388252206
94,0.01763883411695133,0.00041470140422461554
95,0.01998712318527396,0.00053603737251251
96,0.009491197366514825,0.00020276682880648877
97,0.014771645861401339,0.0004992367357772309
98,0.012060604294674704,0.0004096941775060259
99,0.006829067238868447,0.0002523043967812555
